"appid","name","release_date","release_month","is_free","platform_windows","platform_mac","platform_linux","list_price_usd","current_price_usd","discount_percent","price_currency","total_reviews","positive_reviews","negative_reviews","positive_rate","review_score","review_score_desc","metadata_collected_at","review_collected_at","review_collection_date","metadata_collection_date","days_since_release","platform_segment","price_band","log1p_current_price","genre_action","genre_adventure","genre_casual","genre_early_access","genre_free_to_play","genre_game_development","genre_indie","genre_massively_multiplayer","genre_rpg","genre_racing","genre_simulation","genre_sports","genre_strategy","has_review","log1p_current_price_paid","z_log1p_paid_price_component","z_days_since_release"
2402620,"World Guesser",2025-07-18,"2025-07",0,1,0,0,4.99,4.99,0,"USD",1,0,1,0,0,"1 user reviews",2026-09-12 13:41:26.396207,2026-09-13 18:50:29.888324,2026-09-13,2026-09-12,422,"Windows only","$0.01-$4.99",1.79009141212736,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.79009141212736,-0.212555002889199,1.48010481452693
2403600,"Jamboy, a Jelly-cious Hero",2025-09-25,"2025-09",0,1,0,0,7.99,7.99,0,"USD",44,43,1,0.977272727272727,7,"Positive",2026-09-12 13:41:28.553117,2026-09-13 18:50:31.95766,2026-09-13,2026-09-12,353,"Windows only","$5.00-$9.99",2.19611284848353,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2.19611284848353,0.341298887298887,0.15089429037249
2411100,"Mind Control: Bloody Renaissance",2025-08-25,"2025-08",0,1,0,0,9.99,9.99,0,"USD",29,29,0,1,7,"Positive",2026-09-12 13:41:38.922883,2026-09-13 18:50:34.207949,2026-09-13,2026-09-12,384,"Windows only","$5.00-$9.99",2.39698576841553,1,1,0,0,0,0,1,0,1,0,0,0,0,1,2.39698576841553,0.615309661548216,0.748075830209994
2416100,"Goodnight Universe",2025-11-11,"2025-11",0,1,0,0,19.99,19.99,0,"USD",1338,1296,42,0.968609865470852,9,"Overwhelmingly Positive",2026-09-12 13:41:51.686687,2026-09-13 18:50:36.381913,2026-09-13,2026-09-12,306,"Windows only","$10.00-$19.99",3.04404613383254,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.04404613383254,1.49796478387127,-0.754509979703726
2418530,"Kofoin - Swarm Defense",2025-11-16,"2025-11",0,1,0,1,4.99,4.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-12 13:41:58.23002,2026-09-13 18:50:38.638436,2026-09-13,2026-09-12,301,"Windows + Linux","$0.01-$4.99",1.79009141212736,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1.79009141212736,-0.212555002889199,-0.850829582903324
2421540,"白猫骑士物语/ White Cat Knight",2025-09-22,"2025-09",0,1,1,0,1.99,1.57,21,"USD",86,86,0,1,8,"Very Positive",2026-09-12 13:42:11.431307,2026-09-13 18:50:40.661708,2026-09-13,2026-09-12,356,"Windows + macOS","$0.01-$4.99",0.943905898907129,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0.943905898907129,-1.3668367632904,0.208686052292248
2424300,"Grey Heritage: Noble Duty",2025-09-15,"2025-09",0,1,0,0,19.99,19.99,0,"USD",12,11,1,0.916666666666667,7,"Positive",2026-09-12 13:42:18.06393,2026-09-13 18:50:42.730485,2026-09-13,2026-09-12,363,"Windows only","$10.00-$19.99",3.04404613383254,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3.04404613383254,1.49796478387127,0.343533496771685
2424480,"No Heroes Here 2",2025-07-01,"2025-07",0,1,0,0,19.99,19.99,0,"USD",13,8,5,0.615384615384615,5,"Mixed",2026-09-12 13:42:20.128554,2026-09-13 18:50:44.893361,2026-09-13,2026-09-12,439,"Windows only","$10.00-$19.99",3.04404613383254,1,0,1,0,0,0,1,0,0,0,1,0,1,1,3.04404613383254,1.49796478387127,1.80759146540557
2430170,"Hidden Pass",2025-08-14,"2025-08",0,1,0,0,9.99,9.99,0,"USD",16,11,5,0.6875,5,"Mixed",2026-09-12 13:42:45.998013,2026-09-13 18:50:46.911344,2026-09-13,2026-09-12,395,"Windows only","$5.00-$9.99",2.39698576841553,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2.39698576841553,0.615309661548216,0.959978957249108
2430540,"Radix Chronicle",2025-08-29,"2025-08",0,1,1,1,6.99,6.99,0,"USD",31,31,0,1,7,"Positive",2026-09-12 13:42:48.356225,2026-09-13 18:50:48.952297,2026-09-13,2026-09-12,380,"Windows + macOS + Linux","$5.00-$9.99",2.07819075977818,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2.07819075977818,0.18044135190692,0.671020147650316
2431200,"POPOLOGIST<U+00AE> Camera Slinger",2025-11-20,"2025-11",0,1,1,0,14.99,14.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-12 13:42:50.478443,2026-09-13 18:50:51.07232,2026-09-13,2026-09-12,297,"Windows + macOS","$10.00-$19.99",2.77196352684586,1,1,0,0,0,0,1,0,0,0,0,0,1,0,2.77196352684586,1.12681686694233,-0.927885265463002
2436660,"Splatterbot",2025-09-03,"2025-09",0,1,0,1,9.99,9.99,0,"USD",10,10,0,1,7,"Positive",2026-09-12 13:43:05.097328,2026-09-13 18:50:53.185291,2026-09-13,2026-09-12,375,"Windows + Linux","$5.00-$9.99",2.39698576841553,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.39698576841553,0.615309661548216,0.574700544450719
2440940,"JUMPING JUMP NINJA",2025-08-08,"2025-08",0,1,0,0,6.99,6.99,0,"USD",1,0,1,0,0,"1 user reviews",2026-09-12 13:43:13.410785,2026-09-13 18:50:55.410031,2026-09-13,2026-09-12,401,"Windows only","$5.00-$9.99",2.07819075977818,1,0,1,1,0,0,1,0,0,0,0,0,0,1,2.07819075977818,0.18044135190692,1.07556248108863
2441260,"Event Race",2025-09-04,"2025-09",1,1,0,1,,,,,0,0,0,,0,"No user reviews",2026-09-12 13:43:15.649707,2026-09-13 18:50:57.510418,2026-09-13,2026-09-12,374,"Windows + Linux","Free",,0,0,0,0,1,0,1,0,0,1,0,1,0,0,,0,0.555436623810799
2444530,"Wreckage",2025-11-05,"2025-11",0,1,0,1,12.99,12.99,0,"USD",5,4,1,0.8,0,"5 user reviews",2026-09-12 13:43:19.895963,2026-09-13 18:50:59.654261,2026-09-13,2026-09-12,312,"Windows + Linux","$10.00-$19.99",2.63834278867739,1,0,0,1,0,0,1,0,0,1,0,1,0,1,2.63834278867739,0.944544801928764,-0.638926455864209
2446540,"SLEEP AWAKE",2025-12-02,"2025-12",0,1,0,0,29.99,29.99,0,"USD",163,117,46,0.717791411042945,6,"Mostly Positive",2026-09-12 13:43:24.249791,2026-09-13 18:51:01.796777,2026-09-13,2026-09-12,285,"Windows only","$20.00-$29.99",3.43366457179966,1,1,0,0,0,0,1,0,0,0,1,0,0,1,3.43366457179966,2.02944334198315,-1.15905231314204
2449060,"15 Minutes Dungeon",2025-10-18,"2025-10",0,1,0,0,5.99,5.99,0,"USD",4,4,0,1,0,"4 user reviews",2026-09-12 13:43:39.026369,2026-09-13 18:51:03.969,2026-09-13,2026-09-12,330,"Windows only","$5.00-$9.99",1.94448055624572,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1.94448055624572,-0.00195275282042951,-0.292175884345658
2451310,"Monster Mop Up",2025-08-14,"2025-08",0,1,0,0,14.99,14.99,0,"USD",189,108,81,0.571428571428571,5,"Mixed",2026-09-12 13:43:52.0562,2026-09-13 18:51:06.132397,2026-09-13,2026-09-12,395,"Windows only","$10.00-$19.99",2.77196352684586,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2.77196352684586,1.12681686694233,0.959978957249108
2453160,"Sword of the Sea",2025-08-19,"2025-08",0,1,0,0,29.99,29.99,0,"USD",1628,1455,173,0.893734643734644,8,"Very Positive",2026-09-12 13:44:00.784874,2026-09-13 18:51:08.216164,2026-09-13,2026-09-12,390,"Windows only","$20.00-$29.99",3.43366457179966,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.43366457179966,2.02944334198315,0.863659354049511
2460920,"ACRES",2025-10-08,"2025-10",0,1,0,0,14.99,14.99,0,"USD",209,168,41,0.803827751196172,8,"Very Positive",2026-09-12 13:44:24.284667,2026-09-13 18:51:10.345953,2026-09-13,2026-09-12,340,"Windows only","$10.00-$19.99",2.77196352684586,0,0,1,0,0,0,1,0,0,0,1,0,1,1,2.77196352684586,1.12681686694233,-0.0995366779464635
2461360,"Click Cluck",2025-12-23,"2025-12",0,1,0,0,1.99,1.99,0,"USD",3,2,1,0.666666666666667,0,"3 user reviews",2026-09-12 13:44:28.326263,2026-09-13 18:51:12.381302,2026-09-13,2026-09-12,264,"Windows only","$0.01-$4.99",1.0952733874026,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1.0952733874026,-1.16035635402041,-1.56359464658034
2462430,"Rogue Slots",2025-12-25,"2025-12",1,1,0,0,,,,,0,0,0,,0,"No user reviews",2026-09-12 13:44:30.442714,2026-09-13 18:51:14.475202,2026-09-13,2026-09-12,262,"Windows only","Free",,1,1,1,0,1,0,1,0,0,0,1,0,0,0,,0,-1.60212248786018
2467850,"Wild Growth",2025-12-01,"2025-12",0,1,1,0,4.99,4.99,0,"USD",513,436,77,0.84990253411306,8,"Very Positive",2026-09-12 13:44:45.361219,2026-09-13 18:51:16.711533,2026-09-13,2026-09-12,286,"Windows + macOS","$0.01-$4.99",1.79009141212736,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1.79009141212736,-0.212555002889199,-1.13978839250212
2471390,"BloodRush: Undying Wish",2025-07-01,"2025-07",0,1,0,1,9.99,7.99,20,"USD",45,44,1,0.977777777777778,7,"Positive",2026-09-12 13:44:57.872188,2026-09-13 18:51:18.800328,2026-09-13,2026-09-12,439,"Windows + Linux","$5.00-$9.99",2.19611284848353,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2.19611284848353,0.341298887298887,1.80759146540557
2475550,"免费游戏 THE GAME FOR FREE",2025-10-22,"2025-10",1,1,0,0,,,,,0,0,0,,0,"No user reviews",2026-09-12 13:45:10.667058,2026-09-13 18:51:20.980198,2026-09-13,2026-09-12,326,"Windows only","Free",,0,0,1,0,1,0,1,0,1,0,0,0,0,0,,0,-0.369231566905336
2479770,"Troublemaker 2: Beyond Dream",2025-09-15,"2025-09",0,1,0,0,24.99,24.99,0,"USD",142,135,7,0.950704225352113,8,"Very Positive",2026-09-12 13:45:19.164529,2026-09-13 18:51:23.139541,2026-09-13,2026-09-12,363,"Windows only","$20.00-$29.99",3.2577118486534,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.2577118486534,1.78942621116778,0.343533496771685
2481640,"Mage and Monsters II",2025-09-08,"2025-09",0,1,0,0,8.99,5.84,35,"USD",368,306,62,0.831521739130435,8,"Very Positive",2026-09-12 13:45:23.202629,2026-09-13 18:51:25.158096,2026-09-13,2026-09-12,370,"Windows only","$5.00-$9.99",1.92278773163446,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.92278773163446,-0.031543937482844,0.478380941251121
2483440,"Shroomtopia",2025-10-23,"2025-10",0,1,0,1,9.99,9.99,0,"USD",18,17,1,0.944444444444444,7,"Positive",2026-09-12 13:45:38.026534,2026-09-13 18:51:27.402966,2026-09-13,2026-09-12,325,"Windows + Linux","$5.00-$9.99",2.39698576841553,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2.39698576841553,0.615309661548216,-0.388495487545256
2484630,"无尽的冒险",2025-08-01,"2025-08",0,1,0,0,0.99,0.99,0,"USD",89,83,6,0.932584269662921,8,"Very Positive",2026-09-12 13:45:42.186575,2026-09-13 18:51:29.522643,2026-09-13,2026-09-12,408,"Windows only","$0.01-$4.99",0.688134638736401,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0.688134638736401,-1.71573437006504,1.21040992556806
2484680,"Snavenger",2025-12-16,"2025-12",1,1,1,0,,,,,0,0,0,,0,"No user reviews",2026-09-12 13:45:44.312317,2026-09-13 18:51:31.598795,2026-09-13,2026-09-12,271,"Windows + macOS","Free",,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,-1.42874720210091
2486820,"Sonic Racing: CrossWorlds",2025-09-25,"2025-09",0,1,0,0,69.99,69.99,0,"USD",11445,10698,747,0.934731323722149,8,"Very Positive",2026-09-12 13:45:46.50904,2026-09-13 18:51:33.746744,2026-09-13,2026-09-12,353,"Windows only","$30.00+",4.26253902205129,1,1,0,0,0,0,0,0,0,1,0,0,0,1,4.26253902205129,3.16011107930594,0.15089429037249
2488250,"Ploko",2025-08-22,"2025-08",0,1,0,0,9.99,9.99,0,"USD",15,15,0,1,7,"Positive",2026-09-12 13:45:50.784658,2026-09-13 18:51:35.907562,2026-09-13,2026-09-12,387,"Windows only","$5.00-$9.99",2.39698576841553,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2.39698576841553,0.615309661548216,0.805867592129753
2488470,"Politon",2025-12-15,"2025-12",0,1,1,0,4.99,4.99,0,"USD",81,73,8,0.901234567901235,8,"Very Positive",2026-09-12 13:45:55.092084,2026-09-13 18:51:37.988071,2026-09-13,2026-09-12,272,"Windows + macOS","$0.01-$4.99",1.79009141212736,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1.79009141212736,-0.212555002889199,-1.40948328146099
2495610,"Elven Rivers 6: Guardians of Hope Collector's Edition",2025-08-05,"2025-08",0,1,0,0,14.99,14.99,0,"USD",2,2,0,1,0,"2 user reviews",2026-09-12 13:46:07.944971,2026-09-13 18:51:40.161814,2026-09-13,2026-09-12,404,"Windows only","$10.00-$19.99",2.77196352684586,0,1,1,0,0,0,1,0,0,0,1,0,1,1,2.77196352684586,1.12681686694233,1.13335424300838
2495630,"Myth Finders",2025-08-05,"2025-08",0,1,0,0,14.99,1.49,90,"USD",3,2,1,0.666666666666667,0,"3 user reviews",2026-09-12 13:46:09.958017,2026-09-13 18:51:42.274557,2026-09-13,2026-09-12,404,"Windows only","$0.01-$4.99",0.912282710476616,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0.912282710476616,-1.40997395843353,1.13335424300838
2495640,"World Wonders Hidden Histories 3",2025-08-08,"2025-08",0,1,0,0,14.99,14.99,0,"USD",2,2,0,1,0,"2 user reviews",2026-09-12 13:46:11.999684,2026-09-13 18:51:44.341825,2026-09-13,2026-09-12,401,"Windows only","$10.00-$19.99",2.77196352684586,0,1,1,0,0,0,0,0,0,0,1,0,1,1,2.77196352684586,1.12681686694233,1.07556248108863
2500460,"Inventorix",2025-09-01,"2025-09",0,1,0,0,4.99,4.99,0,"USD",129,129,0,1,8,"Very Positive",2026-09-12 13:46:22.84905,2026-09-13 18:51:46.525835,2026-09-13,2026-09-12,377,"Windows only","$0.01-$4.99",1.79009141212736,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.79009141212736,-0.212555002889199,0.613228385730558
2503550,"Operation Octo",2025-09-10,"2025-09",0,1,1,1,6.99,4.89,30,"USD",107,105,2,0.981308411214953,8,"Very Positive",2026-09-12 13:46:29.372763,2026-09-13 18:51:48.757525,2026-09-13,2026-09-12,368,"Windows + macOS + Linux","$0.01-$4.99",1.7732559976635,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1.7732559976635,-0.23552019378508,0.439853099971282
2505200,"Shadows Labyrinth",2025-07-10,"2025-07",0,1,0,0,6.99,6.99,0,"USD",5,1,4,0.2,0,"5 user reviews",2026-09-12 13:46:31.426184,2026-09-13 18:51:50.811091,2026-09-13,2026-09-12,430,"Windows only","$5.00-$9.99",2.07819075977818,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2.07819075977818,0.18044135190692,1.63421617964629
2507560,"Type-NOISE: Shonen Shojo",2025-09-16,"2025-09",0,1,0,0,19.99,13.99,30,"USD",118,92,26,0.779661016949153,6,"Mostly Positive",2026-09-12 13:46:39.740073,2026-09-13 18:51:53.018547,2026-09-13,2026-09-12,362,"Windows only","$10.00-$19.99",2.70738331211451,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.70738331211451,1.03872298825665,0.324269576131765
2508780,"STORY OF SEASONS: Grand Bazaar",2025-08-27,"2025-08",0,1,0,0,49.99,34.99,30,"USD",3118,2922,196,0.937139191789609,8,"Very Positive",2026-09-12 13:46:43.944805,2026-09-13 18:51:55.06996,2026-09-13,2026-09-12,382,"Windows only","$30.00+",3.58324112209094,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3.58324112209094,2.23348073223332,0.709547988930155
2515280,"Slap Fighter",2025-10-15,"2025-10",0,1,0,0,14.99,14.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-12 13:46:56.74288,2026-09-13 18:51:57.208146,2026-09-13,2026-09-12,333,"Windows only","$10.00-$19.99",2.77196352684586,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.77196352684586,1.12681686694233,-0.2343841224259
2521400,"愚人船 NARRENSCHIFF",2025-10-28,"2025-10",0,1,0,0,12,12,0,"USD",308,294,14,0.954545454545455,8,"Very Positive",2026-09-12 13:47:03.225351,2026-09-13 18:51:59.312617,2026-09-13,2026-09-12,320,"Windows only","$10.00-$19.99",2.56494935746154,0,1,1,1,0,0,1,0,1,0,0,0,0,1,2.56494935746154,0.844428813576136,-0.484815090744853
2522040,"Epic Trains 4",2025-09-17,"2025-09",0,1,0,1,11.99,11.99,0,"USD",4,2,2,0.5,0,"4 user reviews",2026-09-12 13:47:05.35883,2026-09-13 18:52:01.33561,2026-09-13,2026-09-12,361,"Windows + Linux","$10.00-$19.99",2.56417983068251,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2.56417983068251,0.843379102004269,0.305005655491846
2522290,"Bridge Hunter",2025-11-20,"2025-11",0,1,0,0,9.99,9.99,0,"USD",12,12,0,1,7,"Positive",2026-09-12 13:47:07.576013,2026-09-13 18:52:03.4682,2026-09-13,2026-09-12,297,"Windows only","$5.00-$9.99",2.39698576841553,1,0,0,1,0,0,1,0,0,0,1,0,1,1,2.39698576841553,0.615309661548216,-0.927885265463002
2523450,"Survivors Last Stand",2025-09-05,"2025-09",0,1,0,0,2.99,2.99,0,"USD",9,8,1,0.888888888888889,0,"9 user reviews",2026-09-12 13:47:11.834238,2026-09-13 18:52:05.621606,2026-09-13,2026-09-12,373,"Windows only","$0.01-$4.99",1.38379123090177,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.38379123090177,-0.766789128987195,0.53617270317088
2523720,"Gears of War: Reloaded",2025-08-26,"2025-08",0,1,0,0,39.99,39.99,0,"USD",3923,2407,1516,0.613561050216671,5,"Mixed",2026-09-12 13:47:14.043683,2026-09-13 18:52:07.847121,2026-09-13,2026-09-12,383,"Windows only","$30.00+",3.71332813451625,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.71332813451625,2.41093244153544,0.728811909570075
2528800,"Talents",2025-07-13,"2025-07",0,1,0,1,19.99,19.99,0,"USD",13,10,3,0.769230769230769,6,"Mostly Positive",2026-09-12 13:47:28.710429,2026-09-13 18:52:09.947823,2026-09-13,2026-09-12,427,"Windows + Linux","$10.00-$19.99",3.04404613383254,0,0,1,0,0,0,1,0,0,0,1,0,0,1,3.04404613383254,1.49796478387127,1.57642441772653
2529050,"A Doctor's Term",2025-07-24,"2025-07",0,1,0,1,1.99,1.99,0,"USD",21,18,3,0.857142857142857,7,"Positive",2026-09-12 13:47:30.73918,2026-09-13 18:52:12.149854,2026-09-13,2026-09-12,416,"Windows + Linux","$0.01-$4.99",1.0952733874026,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0952733874026,-1.16035635402041,1.36452129068742
2538520,"Double Date - Yuri Visual Novel",2025-08-07,"2025-08",0,1,0,1,4.99,4.99,0,"USD",20,20,0,1,7,"Positive",2026-09-12 13:47:50.211803,2026-09-13 18:52:14.3588,2026-09-13,2026-09-12,402,"Windows + Linux","$0.01-$4.99",1.79009141212736,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1.79009141212736,-0.212555002889199,1.09482640172854
2545710,"Tony Hawk's<U+2122> Pro Skater<U+2122> 3 + 4",2025-07-10,"2025-07",0,1,0,0,49.99,27.49,45,"USD",1549,1062,487,0.685603615235636,5,"Mixed",2026-09-12 13:48:03.013083,2026-09-13 18:52:16.443059,2026-09-13,2026-09-12,430,"Windows only","$20.00-$29.99",3.34955314850982,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.34955314850982,1.91470693935275,1.63421617964629
2548500,"Evil Doll",2025-12-11,"2025-12",0,1,0,0,2.99,2.99,0,"USD",7,6,1,0.857142857142857,0,"7 user reviews",2026-09-12 13:48:09.30953,2026-09-13 18:52:18.66982,2026-09-13,2026-09-12,276,"Windows only","$0.01-$4.99",1.38379123090177,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1.38379123090177,-0.766789128987195,-1.33242759890131
2549190,"The Final Breath",2025-07-20,"2025-07",0,1,0,0,14.99,14.99,0,"USD",2,2,0,1,0,"2 user reviews",2026-09-12 13:48:13.51758,2026-09-13 18:52:20.905805,2026-09-13,2026-09-12,420,"Windows only","$10.00-$19.99",2.77196352684586,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2.77196352684586,1.12681686694233,1.4415769732471
2549240,"Toree Saturn",2025-08-08,"2025-08",0,1,0,0,4.99,4.99,0,"USD",412,384,28,0.932038834951456,8,"Very Positive",2026-09-12 13:48:15.73096,2026-09-13 18:52:23.032628,2026-09-13,2026-09-12,401,"Windows only","$0.01-$4.99",1.79009141212736,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.79009141212736,-0.212555002889199,1.07556248108863
2549930,"Ostrich Farm",2025-07-02,"2025-07",0,1,0,0,9.99,9.99,0,"USD",16,12,4,0.75,6,"Mostly Positive",2026-09-12 13:48:19.746234,2026-09-13 18:52:25.287398,2026-09-13,2026-09-12,438,"Windows only","$5.00-$9.99",2.39698576841553,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2.39698576841553,0.615309661548216,1.78832754476565
2550790,"Live Hard, Die Hard",2025-11-19,"2025-11",0,1,1,0,4.99,4.99,0,"USD",83,74,9,0.891566265060241,8,"Very Positive",2026-09-12 13:48:21.865738,2026-09-13 18:52:27.518468,2026-09-13,2026-09-12,298,"Windows + macOS","$0.01-$4.99",1.79009141212736,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1.79009141212736,-0.212555002889199,-0.908621344823082
2552750,"Dark Ride: The Feline Fix",2025-12-02,"2025-12",0,1,0,0,1.99,1.99,0,"USD",4,2,2,0.5,0,"4 user reviews",2026-09-12 13:48:28.229293,2026-09-13 18:52:29.53896,2026-09-13,2026-09-12,285,"Windows only","$0.01-$4.99",1.0952733874026,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1.0952733874026,-1.16035635402041,-1.15905231314204
2554740,"Operation Noogy",2025-11-09,"2025-11",0,1,0,0,9.99,9.99,0,"USD",0,0,0,,0,"No user reviews",2026-09-12 13:48:30.303532,2026-09-13 18:52:31.749141,2026-09-13,2026-09-12,308,"Windows only","$5.00-$9.99",2.39698576841553,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2.39698576841553,0.615309661548216,-0.715982138423887
2555950,"Million Depth",2025-11-11,"2025-11",0,1,0,0,16.99,11.89,30,"USD",667,621,46,0.931034482758621,8,"Very Positive",2026-09-12 13:48:32.375436,2026-09-13 18:52:34.004358,2026-09-13,2026-09-12,306,"Windows only","$10.00-$19.99",2.5564518169511,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2.5564518169511,0.832837317543375,-0.754509979703726
2559960,"RED DAWN",2025-12-18,"2025-12",0,1,0,0,12.99,12.99,0,"USD",83,76,7,0.91566265060241,8,"Very Positive",2026-09-12 13:48:36.6868,2026-09-13 18:52:36.037029,2026-09-13,2026-09-12,269,"Windows only","$10.00-$19.99",2.63834278867739,0,0,0,1,0,0,1,0,1,0,1,0,1,1,2.63834278867739,0.944544801928764,-1.46727504338075
2560340,"Bonaparte - A Mechanized Revolution",2025-11-09,"2025-11",0,1,0,0,24.99,24.99,0,"USD",72,49,23,0.680555555555556,5,"Mixed",2026-09-12 13:48:41.006778,2026-09-13 18:52:38.229819,2026-09-13,2026-09-12,308,"Windows only","$20.00-$29.99",3.2577118486534,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3.2577118486534,1.78942621116778,-0.715982138423887
2560730,"SauceLore",2025-08-28,"2025-08",0,1,1,0,9.99,9.99,0,"USD",10,10,0,1,7,"Positive",2026-09-12 13:48:43.242846,2026-09-13 18:52:40.30243,2026-09-13,2026-09-12,381,"Windows + macOS","$5.00-$9.99",2.39698576841553,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2.39698576841553,0.615309661548216,0.690284068290236
2561810,"HamSumo",2025-08-29,"2025-08",0,1,0,0,10.99,10.99,0,"USD",5,5,0,1,0,"5 user reviews",2026-09-12 13:48:45.478324,2026-09-13 18:52:42.50512,2026-09-13,2026-09-12,380,"Windows only","$10.00-$19.99",2.48407296903942,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2.48407296903942,0.734105322398058,0.671020147650316
2567380,"Luctus",2025-09-29,"2025-09",0,1,0,0,9.99,9.99,0,"USD",62,59,3,0.951612903225806,8,"Very Positive",2026-09-12 13:48:58.181603,2026-09-13 18:52:44.63998,2026-09-13,2026-09-12,349,"Windows only","$5.00-$9.99",2.39698576841553,1,1,0,0,0,0,1,0,1,0,0,0,0,1,2.39698576841553,0.615309661548216,0.0738386078128119
2568650,"Carnival Survivors The Parade",2025-09-24,"2025-09",0,1,0,0,4.99,4.99,0,"USD",7,7,0,1,0,"7 user reviews",2026-09-12 13:49:04.51522,2026-09-13 18:52:46.867311,2026-09-13,2026-09-12,354,"Windows only","$0.01-$4.99",1.79009141212736,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.79009141212736,-0.212555002889199,0.170158211012409
2568800,"Astral Outcast",2025-11-14,"2025-11",0,1,0,0,12.99,12.99,0,"USD",4,4,0,1,0,"4 user reviews",2026-09-12 13:49:06.748835,2026-09-13 18:52:49.094149,2026-09-13,2026-09-12,303,"Windows only","$10.00-$19.99",2.63834278867739,1,1,0,1,0,0,1,0,1,0,0,0,0,1,2.63834278867739,0.944544801928764,-0.812301741623485
2571730,"Halchemist",2025-12-11,"2025-12",0,1,0,0,12.99,12.99,0,"USD",3,3,0,1,0,"3 user reviews",2026-09-12 13:49:08.963939,2026-09-13 18:52:51.25427,2026-09-13,2026-09-12,276,"Windows only","$10.00-$19.99",2.63834278867739,1,1,0,1,0,0,1,0,0,0,0,0,0,1,2.63834278867739,0.944544801928764,-1.33242759890131
2576200,"Into The Grid",2025-11-10,"2025-11",0,1,1,1,14.99,11.99,20,"USD",195,162,33,0.830769230769231,8,"Very Positive",2026-09-12 13:49:19.742188,2026-09-13 18:52:53.369158,2026-09-13,2026-09-12,307,"Windows + macOS + Linux","$10.00-$19.99",2.56417983068251,0,0,0,1,0,0,1,0,1,0,0,0,1,1,2.56417983068251,0.843379102004269,-0.735246059063807
2582140,"Seafarer: The Ship Sim",2025-10-07,"2025-10",0,1,0,0,34.99,20.99,40,"USD",1905,1234,671,0.647769028871391,5,"Mixed",2026-09-12 13:49:39.037276,2026-09-13 18:52:55.532383,2026-09-13,2026-09-12,341,"Windows only","$20.00-$29.99",3.09058780456667,0,0,1,1,0,0,0,0,0,0,1,0,0,1,3.09058780456667,1.56145228251983,-0.080272757306544
2583940,"Battlesmiths: Blade and Forge",2025-09-22,"2025-09",1,1,1,1,,,,,0,0,0,,0,"No user reviews",2026-09-12 13:49:47.260759,2026-09-13 18:52:57.648347,2026-09-13,2026-09-12,356,"Windows + macOS + Linux","Free",,0,1,0,0,0,0,1,1,1,0,1,0,1,0,,0,0.208686052292248
